! directoryScriptRun_09072013 105035/! date [day, month, year]      9.00000
      7.00000      2013.00
! times [hour (local time)]
      10.9886      10.9942
! exposure times [ms]
      182.440      167.580
! scattering angles [deg]
      98.5874      103.540
! PTU coords [pan, tilt]
      139.370      39.0000
      139.370      34.0000
! PTU offset [Dpan, Dtilt]
      203.870      4.00000
! fitoutcal [offset, DoLP (calibrated and smoothed), slope(DoLP), AoLP [rad] (smoothed), chi^2(best fit), wavelength [nm], T1/T0, MOR [mm]]
     0.508912     0.506020     0.504299     0.506707     0.504069     0.509596
     0.516556     0.517398     0.513257     0.511140     0.511516     0.511781
     0.511714     0.512337     0.513782     0.512930     0.511170     0.510511
     0.511027     0.509950     0.509225     0.509555     0.509769     0.509725
     0.509446     0.509829     0.509931     0.509983     0.509890     0.509953
     0.512430     0.513541     0.512258     0.512324     0.512356     0.511634
     0.511304     0.511236     0.511461     0.511853     0.511807     0.511644
     0.511844     0.511999     0.508081     0.504093     0.502502     0.502093
     0.501879     0.502137     0.502473     0.502745     0.502269     0.501677
     0.501327     0.501965     0.502168     0.503627     0.506942     0.507622
     0.506178     0.504841     0.504153     0.503907     0.503946     0.504011
     0.504246     0.504636     0.505558     0.507209     0.510205     0.509605
     0.505446     0.502682     0.501487     0.500725     0.500578     0.500793
     0.501203     0.501622     0.501905     0.502384     0.503506     0.504672
     0.503698     0.501942     0.501060     0.500587     0.500587     0.500508
     0.500484     0.500638     0.501001     0.501669     0.502813     0.504048
     0.503792     0.502666     0.499107     0.496833     0.496847     0.497201
     0.497313     0.497402     0.497498     0.497580     0.497494     0.497469
     0.497454     0.497168     0.496327     0.496131     0.496598     0.496867
     0.496755     0.496515     0.496394     0.496326     0.496278     0.496278
     0.496278     0.496372     0.496230     0.496139     0.496381     0.497285
     0.498796     0.499096     0.498504     0.498166     0.498155     0.498277
     0.498319     0.498317     0.498266     0.498326     0.498539     0.498959
     0.499386     0.499779     0.500322     0.500313     0.499801     0.499230
     0.498899     0.498703     0.498620     0.498655     0.498833     0.499153
     0.499569     0.499972     0.500458     0.500382     0.499094     0.497796
     0.497867     0.497985     0.498038     0.498207     0.498320     0.498435
     0.498519     0.498640     0.498659     0.498684     0.498994     0.499837
     0.500273     0.499304     0.498280     0.498022     0.497948     0.498012
     0.498051     0.498175     0.498408     0.498693     0.499005     0.499157
     0.499145     0.498546     0.497003     0.494977     0.493277     0.492457
     0.492516     0.493280     0.494012     0.494418     0.494630     0.494630
     0.494630     0.494605     0.494497     0.494357     0.494042     0.493325
     0.492652     0.493029     0.493800     0.494208     0.494596     0.494949
     0.495261     0.495550     0.495842     0.496065     0.496116     0.495853
     0.495316     0.494589     0.494819     0.499379     0.503334     0.503793
     0.503663     0.503587     0.503772     0.504046     0.504364     0.504662
     0.504897     0.505091     0.505297     0.505436     0.505436     0.505369
     0.506187     0.506716     0.506652     0.505964     0.505964     0.505964
     0.505287     0.505312     0.505542     0.505930     0.506364     0.506721
     0.506721     0.506818     0.505524     0.502921     0.500455     0.499444
     0.499599     0.499849     0.500186     0.500453     0.500633     0.500696
     0.500666     0.500584     0.500447     0.500216     0.499987     0.499799
     0.499849     0.500085     0.500535     0.500714     0.500714     0.500893
     0.500944     0.501016     0.501027     0.501054     0.501071     0.501101
     0.501101     0.500977     0.500782     0.500466     0.500051     0.500071
     0.500849     0.501606     0.502014     0.502232     0.502301     0.502361
     0.502447     0.502472     0.502393     0.502223     0.501967     0.501784
     0.501832     0.502082     0.502067     0.501095     0.500243     0.500557
     0.501134     0.501543     0.501700     0.501772     0.501777     0.501758
     0.501704     0.501684     0.501638     0.501530     0.501325     0.501093
     0.500752     0.500374     0.500393     0.500753     0.500917     0.500860
     0.500876     0.500960     0.501109     0.501193     0.501210     0.501139
     0.501155     0.501012     0.500779     0.500430     0.499954     0.499557
     0.499789     0.500659     0.501339     0.501703     0.501784     0.501780
     0.501745     0.501694     0.501653     0.501614     0.501578     0.501539
     0.501539     0.501487     0.501505     0.501595     0.501702     0.501851
     0.501995     0.501804     0.501631     0.501505     0.501493     0.501500
     0.501597     0.501661     0.501683     0.501597     0.501479     0.501313
     0.501171     0.501051     0.501003     0.501208     0.501224     0.501108
     0.501192     0.501549     0.501865     0.502057     0.502038     0.501917
     0.501785     0.501699     0.501663     0.501672     0.501738     0.501880
     0.502049     0.502206     0.502206     0.501918     0.501388     0.501141
     0.501293     0.501444     0.501593     0.501678     0.501731     0.501734
     0.501718     0.501684     0.501664     0.501664     0.501634     0.501634
     0.501424     0.501234     0.500863     0.500380     0.500290     0.500524
     0.500787     0.500989     0.501105     0.501155     0.501185     0.501215
     0.501261     0.501319     0.501383     0.501427     0.501431     0.501367
     0.501209     0.500873     0.500629     0.500550     0.500629     0.500681
     0.500798     0.500980     0.501221     0.501411     0.501522     0.501565
     0.501610     0.501639     0.501643     0.501618     0.501551     0.501357
     0.500954     0.500256     0.499551     0.499595     0.500626     0.501618
     0.502159     0.502182     0.501948     0.501703     0.501560     0.501499
     0.501429     0.501399     0.501369     0.501317     0.501258     0.501268
     0.501346     0.501275     0.500877     0.500436     0.500355     0.500376
     0.500484     0.500599     0.500704     0.500825     0.500956     0.501053
     0.501074     0.501104     0.501002     0.500842     0.500599     0.500383
     0.500260     0.500319     0.500620     0.501058     0.501236     0.500906
     0.500646     0.500675     0.500716     0.500697     0.500624     0.500537
     0.500460     0.500460     0.500415     0.500461     0.500516     0.500548
     0.500546     0.500510     0.500337     0.500337     0.499808     0.499491
     0.499361     0.499663     0.499887     0.499943     0.499984     0.500145
     0.500306     0.500399     0.500398     0.500343     0.500230     0.500086
     0.499949     0.499922     0.499998     0.500080     0.500088     0.500202
     0.500301     0.500332     0.500413     0.500368     0.500325     0.500320
     0.500358     0.500378     0.500380     0.500407     0.500468     0.500550
     0.500614     0.500655     0.500620     0.500510     0.500351     0.500160
     0.499968     0.499909     0.499672     0.499615     0.499692     0.499674
     0.499630     0.499649     0.499745     0.499828     0.499894     0.499923
     0.499940     0.499943     0.499937     0.499968     0.500008     0.500038
     0.500045     0.499980     0.499843     0.499702     0.499947     0.500244
     0.500426     0.500387     0.500287     0.500192     0.500149     0.500104
     0.500104     0.500078     0.500124     0.500180     0.500243     0.500329
     0.500374     0.500378     0.500258     0.500114     0.500015     0.499952
     0.499946     0.500055     0.500095     0.499977     0.499973     0.500049
     0.500104     0.500136     0.500157     0.500172     0.500174     0.500163
     0.500133     0.500112     0.500039     0.499978     0.499964     0.500046
     0.500065     0.499861     0.499437     0.499211     0.499140     0.499193
     0.499252     0.499297     0.499320     0.499330     0.499336     0.499339
     0.499346     0.499355     0.499359     0.499375     0.499404     0.499432
     0.499411     0.499334     0.499162     0.498965     0.498727     0.498557
     0.498398     0.498277     0.498220     0.498242     0.498292     0.498389
     0.498485     0.498593     0.498658     0.498706     0.498721     0.498719
     0.498693     0.498651     0.498550     0.498426     0.498280     0.498127
     0.497911     0.497791     0.497708     0.497623     0.497795     0.498419
     0.498561     0.498610     0.498573     0.498508     0.498447     0.498411
     0.498400     0.498399     0.498414     0.498437     0.498448     0.498424
     0.498348     0.498267     0.498145     0.498041     0.497854     0.497713
     0.497721     0.497782     0.497771     0.497750     0.497811     0.497918
     0.498041     0.498160     0.498259     0.498319     0.498353     0.498338
     0.498283     0.498171     0.498036     0.497914     0.497833     0.497774
     0.497771     0.497711     0.497698     0.497770     0.497996     0.498085
     0.498066     0.498087     0.498094     0.498109     0.498101     0.498103
     0.498101     0.498108     0.498122     0.498128     0.498142     0.498142
     0.498208     0.498198     0.498158     0.498091     0.498060     0.498018
     0.497871     0.497711     0.497612     0.497638     0.497714     0.497790
     0.497819     0.497843     0.497863     0.497924     0.497988     0.498034
     0.498037     0.498011     0.497968     0.497923     0.497902     0.497909
     0.497915     0.497921     0.497954     0.497942     0.498027     0.498072
     0.497926     0.497808     0.497833     0.497956     0.498027     0.498052
     0.498047     0.498026     0.497988     0.497946     0.497911     0.497897
     0.497903     0.497935     0.497982     0.498022     0.498029     0.498000
     0.498000     0.498000     0.498000     0.498000     0.497464     0.497304
     0.497172     0.497173     0.497231     0.497331     0.497406     0.497482
     0.497575     0.497664     0.497737     0.497814     0.497807     0.497790
     0.497747     0.497679     0.497598     0.497526     0.497486     0.497486
     0.497553     0.497595     0.497586     0.497486     0.497385     0.497352
     0.497449     0.497605     0.497744     0.497812     0.497831     0.497812
     0.497769     0.497715     0.497673     0.497640     0.497645     0.497665
     0.497688     0.497700     0.497713     0.497719     0.497730     0.497707
     0.497661     0.497546     0.497410     0.497334     0.497382     0.497456
     0.497527     0.497568     0.497656     0.497727     0.497817     0.497887
     0.497952     0.498000     0.498038     0.498062     0.498064     0.498046
     0.497987     0.497916     0.497872     0.497895     0.497954     0.497979
     0.497935     0.497791     0.497754     0.497871     0.498271     0.498602
     0.498666     0.498571     0.498543     0.498601     0.498654     0.498679
     0.498666     0.498640     0.498599     0.498575     0.498572     0.498592
     0.498620     0.498644     0.498674     0.498690     0.498678     0.498628
     0.498595     0.498618     0.498609     0.498555     0.498408     0.498251
     0.498152     0.498106     0.498084     0.498070     0.498070     0.498093
     0.498161     0.498269     0.498358     0.498430     0.498479     0.498510
     0.498510     0.498472     0.498427     0.498383     0.498367     0.498343
     0.498322     0.498312     0.498364     0.498398     0.498404     0.498320
     0.498235     0.498179     0.498214     0.498353     0.498353     0.498271
     0.498256     0.498267     0.498254     0.498240     0.498227     0.498234
     0.498253     0.498286     0.498326     0.498367     0.498412     0.498453
     0.498487     0.498483     0.498438     0.498318     0.498146     0.497915
     0.497738     0.497608     0.497598     0.497623     0.497707     0.497818
     0.497936     0.498013     0.498080     0.498147     0.498216     0.498282
     0.498330     0.498363     0.498374     0.498352     0.498307     0.498249
     0.498187     0.498128     0.498088     0.498087     0.498090     0.498085
     0.498043     0.498061     0.498059     0.498025     0.498010     0.498077
     0.498167     0.498226     0.498263     0.498294     0.498293     0.498286
     0.498271     0.498265     0.498256     0.498251     0.498252     0.498263
     0.498287     0.498308     0.498332     0.498341     0.498355     0.498318
     0.498232     0.498048     0.497873     0.497672     0.497533     0.497394
     0.497366     0.497286     0.497228     0.497196     0.497264     0.497354
     0.497473     0.497615     0.497766     0.497895     0.497999     0.498069
     0.498108     0.498110     0.498085     0.498042     0.497990     0.497943
     0.497877     0.497814     0.497729     0.497649     0.497561     0.497506
     0.497500     0.497518     0.497583     0.497683     0.497801     0.497822
     0.497836     0.497839     0.497906     0.497993     0.498132     0.498150
     0.498154     0.498158     0.498174     0.498200     0.498232     0.498263
     0.498292     0.498321     0.498351     0.498367     0.498346     0.498290
     0.498197     0.498061     0.497871     0.497629     0.497449     0.497358
     0.497473     0.497611     0.497790     0.497926     0.498073     0.498205
     0.498287     0.498346     0.498379     0.498433     0.498476     0.498512
     0.498538     0.498565     0.498582     0.498591     0.498583     0.498583
     0.498542     0.498505     0.498464     0.498394     0.498320     0.498268
     0.498282     0.498327     0.498366     0.498417     0.498493     0.498608
     0.498704     0.498795     0.498810     0.498790     0.498771     0.498738
     0.498689     0.498689     0.498638     0.498645     0.498663     0.498682
     0.498704     0.498734     0.498770     0.498803     0.498848     0.498899
     0.498936     0.498914     0.498866     0.498803     0.498728     0.498622
     0.498537     0.498487     0.498457     0.498462     0.498528     0.498547
     0.498504     0.498460     0.498447     0.498474     0.498506     0.498549
     0.498603     0.498670     0.498733     0.498790     0.498834     0.498857
     0.498858     0.498834     0.498800     0.498762     0.498724     0.498688
     0.498628     0.498570     0.498537     0.498568     0.498616     0.498668
     0.498651     0.498588     0.498588     0.498796     0.498910     0.499012
     0.499088     0.499145     0.499163     0.499169     0.499161     0.499148
     0.499129     0.499108     0.499105     0.499116     0.499138     0.499159
     0.499166     0.499168     0.499183     0.499216     0.499264     0.499287
     0.499263     0.499165     0.499007     0.498823     0.498616     0.498427
     0.498351     0.498384     0.498459     0.498549     0.498660     0.498731
     0.498752     0.498760     0.498791     0.498870     0.498964     0.499070
     0.499166     0.499237     0.499284     0.499312     0.499323     0.499323
     0.499266     0.499214     0.499146     0.499066     0.498994     0.498948
     0.498916     0.498863     0.498796     0.498759     0.498721     0.498654
     0.498614     0.498677     0.498797     0.498797     0.499080     0.499194
     0.499257     0.499299     0.499315     0.499328     0.499325     0.499325
     0.499320     0.499338     0.499367     0.499395     0.499414     0.499424
     0.499435     0.499451     0.499468     0.499484     0.499480     0.499486
     0.499464     0.499415     0.499340     0.499340     0.499034     0.498854
     0.498728     0.498748     0.498836     0.498949     0.498981     0.498993
     0.499001     0.499028     0.499075     0.499129     0.499232     0.499291
     0.499358     0.499406     0.499447     0.499481     0.499507     0.499518
     0.499512     0.499488     0.499456     0.499414     0.499368     0.499318
     0.499281     0.499236     0.499171     0.499102     0.499026     0.498947
     0.498769     0.498614     0.498534     0.498534     0.498712     0.498888
     0.499080     0.499233     0.499340     0.499391     0.499401     0.499401
     0.499419     0.499428     0.499433     0.499433     0.499433     0.499448
     0.499453     0.499453     0.499463     0.499476     0.499492     0.499517
     0.499537     0.499546     0.499533     0.499489     0.499410     0.499299
     0.499178     0.499079     0.499071     0.499169     0.499296     0.499367
     0.499427     0.499485     0.499547     0.499570     0.499560     0.499539
     0.499543     0.499585     0.499644     0.499699     0.499743     0.499777
     0.499821     0.499867     0.499906     0.499927     0.499925     0.499894
     0.499850     0.499794     0.499741     0.499676     0.499612     0.499554
     0.499502     0.499454     0.499435     0.499366     0.499304     0.499270
     0.499299     0.499435     0.499581     0.499697     0.499760     0.499808
     0.499854     0.499878     0.499909     0.499909     0.499967     0.499976
     0.499971     0.499975     0.499978     0.499979     0.499979     0.499980
     0.499984     0.499997     0.500013     0.500036     0.500065     0.500095
     0.500120     0.500128     0.500119     0.500070     0.500020     0.499964
     0.499932     0.499858     0.499734     0.499556     0.499380     0.499280
     0.499235     0.499219     0.499239     0.499294     0.499388     0.499489
     0.499574     0.499643     0.499693     0.499756     0.499821     0.499903
     0.499988     0.500062     0.500105     0.500125     0.500132     0.500122
     0.500101     0.500078     0.500078     0.500078     0.500078     0.499842
     0.499767     0.499678     0.499593     0.499536     0.499525     0.499528
     0.499572     0.499657     0.499738     0.499908     0.500124     0.500340
     0.500488     0.500610     0.500686     0.500741     0.500742     0.500736
     0.500724     0.500717     0.500707     0.500679     0.500662     0.500662
     0.500662     0.500662     0.500662     0.500662     0.500662     0.500662
     0.500662     0.500662     0.500662     0.500777     0.500735     0.500669
     0.500592     0.500482     0.500344     0.500182     0.500165     0.499951
     0.499714     0.499478     0.499349     0.499299     0.499324     0.499341
     0.499349     0.499349     0.499396     0.499430     0.499496     0.499592
     0.499709     0.499814     0.499894     0.499957     0.500005     0.500039
     0.500058     0.500064     0.500049     0.500009     0.499945     0.499881
     0.499804     0.499721     0.499641     0.499565     0.499495     0.499418
     0.499363     0.499275     0.499206     0.499141     0.499047     0.498963
     0.498919     0.498989     0.499086     0.499158     0.499219     0.499277
     0.499318     0.499383     0.499451     0.499534     0.499588     0.499652
     0.499669     0.499672     0.499676     0.499691     0.499709     0.499736
     0.499757     0.499787     0.499822     0.499852     0.499878     0.499878
     0.499878     0.499878     0.499834     0.499794     0.499747     0.499674
     0.499609     0.499533     0.499468     0.499429     0.499399     0.499443
     0.499517     0.499650     0.499813     0.499998     0.500105     0.500162
     0.500161     0.500192     0.500209     0.500236     0.500266     0.500299
     0.500308     0.500340     0.500376     0.500405     0.500439     0.500460
     0.500474     0.500480     0.500479     0.500471     0.500454     0.500434
     0.500425     0.500416     0.500407     0.500390     0.500382     0.500377
     0.500345     0.500309     0.500234     0.500137     0.499963     0.499680
     0.499292     0.498848     0.498422     0.498106     0.497940     0.497927
     0.498045     0.498174     0.498291     0.498395     0.498503     0.498503
     0.498503     0.498694     0.498731     0.498769     0.498801     0.498827
     0.498851     0.498864     0.498897     0.498912     0.498928     0.498930
     0.498922     0.498901     0.498870     0.498829     0.498782     0.498732
     0.498668     0.498561     0.498404     0.498203     0.497942     0.497566
     0.497099     0.496593     0.496111     0.495640     0.495300     0.495104
     0.495030     0.495029     0.495098     0.495218     0.495372     0.495569
     0.495772     0.495983     0.496174     0.496368     0.496556     0.496752
     0.496937     0.497098     0.497098     0.497331     0.497430     0.497430
     0.497554     0.497582     0.497586     0.497562     0.497562     0.497428
     0.497314     0.497189     0.497053     0.496910     0.496757     0.496603
     0.496439     0.496290     0.496290     0.496231     0.496393     0.496690
     0.497112     0.497574     0.498059     0.498456     0.498707     0.498820
     0.498878     0.498894     0.498873     0.498792     0.498713     0.498647
     0.498605     0.498583     0.498582     0.498595     0.498628     0.498675
